ID,dim::criterion,dim::rating,res::rating_code,dim::model,dim::worker_lang,dim::dataset,dim::article_id,desc::gem_id,desc::summary
seahorse-00080,conciseness,No,0,reference,de,wiki_lingua_german_de,art-91b70fd8,wiki_lingua_german_de-val-4623,"Benuzte einen kleinen Schraubendreher, um die Schrauben von der Brille zu entfernen. Achte darauf, dass die neuen Gläser mit der Nut an der Innenseite der Fassung richtig übereinstimmen. Setze die Schrauben wieder ein, um die neuen Linsen an Ort und Stelle zu halten. Wische die Ersatzlinsen mit Reinigungslösung ab."
seahorse-00081,comprehensibility,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00082,repetition,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00083,grammar,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00084,attribution,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00085,main_ideas,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00086,conciseness,Yes,1,reference,en-US,wiki_lingua_english_en,art-d5a371ee,wiki_lingua_english_en-val-13353,Work with the theme of your room. Note the design of the mantel. Play with colors.
seahorse-00087,comprehensibility,No,0,reference,tr,wiki_lingua_turkish_tr,art-899b6d2a,wiki_lingua_turkish_tr-val-217,"iPhone'unun {""smallUrl"":""https:\/\/www.wikihow.com\/images_en\/5\/55\/Iphoneappstoreicon.png"",""bigUrl"":""https:\/\/www.wikihow.com\/images_en\/5\/55\/Iphoneappstoreicon.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":760,""bigHeight"":760,""licensing"":""<div class=\""mw-parser-output\""><\/div>""} App Store’unu aç. Ara’ya dokun. Arama çubuğuna dokun. WhatsApp’ı ara. İNDİR’e dokun. Belirtildiğinde Touch ID parmak izini tarattır. WhatsApp’ın inmesini bekle."
seahorse-00088,comprehensibility,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00089,repetition,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00090,grammar,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00091,attribution,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00092,main_ideas,No,0,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00093,conciseness,No,0,reference,es-ES,wiki_lingua_spanish_es,art-fb980690,wiki_lingua_spanish_es-val-4300,Pregúntate de qué forma te sirve cada debilidad. Usa tus fortalezas para vencer una debilidad. Confía en tu red. Esfuérzate por fortalecer tus áreas de debilidad.
seahorse-00094,comprehensibility,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00095,repetition,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00096,grammar,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00097,attribution,No,0,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00098,main_ideas,Yes,1,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00099,conciseness,No,0,reference,es-ES,wiki_lingua_spanish_es,art-f6caab64,wiki_lingua_spanish_es-val-8509,Instala los controladores de la impresora. Activa la función para compartir la impresora. Comparte la impresora.
seahorse-00100,comprehensibility,Yes,1,reference,ru,wiki_lingua_russian_ru,art-b124db02,wiki_lingua_russian_ru-val-3523,"Разделите драже из пяти 200-граммовых пачек по цветам. Возьмите пять 700мл бутылки водки, отлейте из них понемногу в кувшин или другую тару (около 300мл со всех бутылок) и заполните бутылки конфетами. Положите бутылки в посудомоечную машину и включите интенсивный цикл. После окончания цикла опять взболтайте их и положите в морозилку на 2 часа. Когда водка замерзнет, то станет слегка тягучей, немного похожей на сироп. Теперь помойте бутылку и залейте Skittles-водку обратно. Повторите два шага выше для всех бутылок. Положите все бутылки в холодильник до того момента, когда будет повод их выпить. Создание настойки завершено."
seahorse-00101,repetition,Yes,1,reference,ru,wiki_lingua_russian_ru,art-b124db02,wiki_lingua_russian_ru-val-3523,"Разделите драже из пяти 200-граммовых пачек по цветам. Возьмите пять 700мл бутылки водки, отлейте из них понемногу в кувшин или другую тару (около 300мл со всех бутылок) и заполните бутылки конфетами. Положите бутылки в посудомоечную машину и включите интенсивный цикл. После окончания цикла опять взболтайте их и положите в морозилку на 2 часа. Когда водка замерзнет, то станет слегка тягучей, немного похожей на сироп. Теперь помойте бутылку и залейте Skittles-водку обратно. Повторите два шага выше для всех бутылок. Положите все бутылки в холодильник до того момента, когда будет повод их выпить. Создание настойки завершено."
