ID,dim::annotator_index,dim::score_band,res::score,res::z_score,dim::system,dim::sentence_id,desc::original,desc::simplification,desc::generation_raw
simpeval-00011,1,41-60,57,-0.4000878143373689,new_simple_wiki,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,In later years Weelkes got into trouble with the Chichester Cathedral authorities because of his heavy drinking and bad behaviour.,In later years weelkes got into trouble with the chichester cathedral authorities because of his heavy drinking and bad behaviour.
simpeval-00012,2,81-100,85,0.5731000653743273,new_simple_wiki,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,In later years Weelkes got into trouble with the Chichester Cathedral authorities because of his heavy drinking and bad behaviour.,In later years weelkes got into trouble with the chichester cathedral authorities because of his heavy drinking and bad behaviour.
simpeval-00013,3,81-100,88,0.5465613040869307,new_simple_wiki,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,In later years Weelkes got into trouble with the Chichester Cathedral authorities because of his heavy drinking and bad behaviour.,In later years weelkes got into trouble with the chichester cathedral authorities because of his heavy drinking and bad behaviour.
simpeval-00014,4,81-100,90,0.939344227318614,new_simple_wiki,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,In later years Weelkes got into trouble with the Chichester Cathedral authorities because of his heavy drinking and bad behaviour.,In later years weelkes got into trouble with the chichester cathedral authorities because of his heavy drinking and bad behaviour.
simpeval-00015,5,81-100,95,0.6959555861266069,new_simple_wiki,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,In later years Weelkes got into trouble with the Chichester Cathedral authorities because of his heavy drinking and bad behaviour.,In later years weelkes got into trouble with the chichester cathedral authorities because of his heavy drinking and bad behaviour.
simpeval-00016,1,41-60,58,-0.3388786144203857,lstm_w_split,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and Weelkes behavior.,Weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and weelkes behavior.
simpeval-00017,2,61-80,79,-0.1401841182146952,lstm_w_split,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and Weelkes behavior.,Weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and weelkes behavior.
simpeval-00018,3,61-80,75,-0.3641873824812227,lstm_w_split,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and Weelkes behavior.,Weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and weelkes behavior.
simpeval-00019,4,41-60,55,-0.4763785949143415,lstm_w_split,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and Weelkes behavior.,Weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and weelkes behavior.
simpeval-00020,5,41-60,60,-0.5549660010650721,lstm_w_split,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and Weelkes behavior.,Weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and weelkes behavior.
simpeval-00021,1,61-80,66,0.1507949849154797,T5-3B,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.
simpeval-00022,2,81-100,83,0.3353386708446532,T5-3B,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.
simpeval-00023,3,81-100,82,0.1262157564400907,T5-3B,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.
simpeval-00024,4,61-80,79,0.4944027689025422,T5-3B,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.
simpeval-00025,5,81-100,88,0.4457712686882711,T5-3B,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was soon in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.
simpeval-00026,1,41-60,45,-1.1345982133411672,scramble_words,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Immoderate was later to find himself in and behaviour. His Chichester Cathedral authorities for the heavy drinking trouble Weelkes with,Immoderate was later to find himself in and behaviour. || his Chichester Cathedral authorities for the heavy drinking trouble Weelkes with
simpeval-00027,2,61-80,65,-1.8045138799224147,scramble_words,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Immoderate was later to find himself in and behaviour. His Chichester Cathedral authorities for the heavy drinking trouble Weelkes with,Immoderate was later to find himself in and behaviour. || his Chichester Cathedral authorities for the heavy drinking trouble Weelkes with
simpeval-00028,3,41-60,60,-1.415051251598323,scramble_words,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Immoderate was later to find himself in and behaviour. His Chichester Cathedral authorities for the heavy drinking trouble Weelkes with,Immoderate was later to find himself in and behaviour. || his Chichester Cathedral authorities for the heavy drinking trouble Weelkes with
simpeval-00029,4,0-20,0,-2.7010858869947,scramble_words,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Immoderate was later to find himself in and behaviour. His Chichester Cathedral authorities for the heavy drinking trouble Weelkes with,Immoderate was later to find himself in and behaviour. || his Chichester Cathedral authorities for the heavy drinking trouble Weelkes with
simpeval-00030,5,0-20,0,-2.6994030076793787,scramble_words,11,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Immoderate was later to find himself in and behaviour. His Chichester Cathedral authorities for the heavy drinking trouble Weelkes with,Immoderate was later to find himself in and behaviour. || his Chichester Cathedral authorities for the heavy drinking trouble Weelkes with
simpeval-00031,1,81-100,85,1.3137697833381603,lstm_w_split,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and Enchanted Garden"".","Waugh writes that charles had been ""in search of love in those days"" when he first met sebastian , finding ""that low door in the wall... which opened on an enclosed and enchanted garden""."
simpeval-00032,2,81-100,83,0.3353386708446532,lstm_w_split,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and Enchanted Garden"".","Waugh writes that charles had been ""in search of love in those days"" when he first met sebastian , finding ""that low door in the wall... which opened on an enclosed and enchanted garden""."
simpeval-00033,3,61-80,80,-0.0138994261088559,lstm_w_split,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and Enchanted Garden"".","Waugh writes that charles had been ""in search of love in those days"" when he first met sebastian , finding ""that low door in the wall... which opened on an enclosed and enchanted garden""."
simpeval-00034,4,41-60,60,-0.2741324774524907,lstm_w_split,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and Enchanted Garden"".","Waugh writes that charles had been ""in search of love in those days"" when he first met sebastian , finding ""that low door in the wall... which opened on an enclosed and enchanted garden""."
simpeval-00035,5,81-100,92,0.5887337357958915,lstm_w_split,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and Enchanted Garden"".","Waugh writes that charles had been ""in search of love in those days"" when he first met sebastian , finding ""that low door in the wall... which opened on an enclosed and enchanted garden""."
simpeval-00036,1,21-40,33,-1.8691086123449647,scramble_words,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and Enchanted Garden"", a metaphor an informs love work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and enchanted garden"", a metaphor an informs love work on a number of levels."
simpeval-00037,2,61-80,68,-1.4478717881279035,scramble_words,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and Enchanted Garden"", a metaphor an informs love work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and enchanted garden"", a metaphor an informs love work on a number of levels."
simpeval-00038,3,21-40,30,-3.516778989832523,scramble_words,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and Enchanted Garden"", a metaphor an informs love work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and enchanted garden"", a metaphor an informs love work on a number of levels."
simpeval-00039,4,0-20,0,-2.7010858869947,scramble_words,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and Enchanted Garden"", a metaphor an informs love work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and enchanted garden"", a metaphor an informs love work on a number of levels."
simpeval-00040,5,0-20,20,-1.9845906721412765,scramble_words,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and Enchanted Garden"", a metaphor an informs love work on a number of levels.","Waugh met that Charles had days"" ""in of search the in he been Sebastian, those first writes when finding ""that enclosed door in the wall... which opened on that low and enchanted garden"", a metaphor an informs love work on a number of levels."
simpeval-00041,1,61-80,65,0.0895857849984965,new_simple_wiki,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","This act had also influenced Charles, who had been ""In Search of love in those days"" when he first met Sebastian, ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden, "", an important metaphor in the book.","This act had also influenced charles, who had been ""in search of love in those days"" when he first met sebastian, ""that low door in the wall... which opened on an enclosed and enchanted garden, "", an important metaphor in the book."
simpeval-00042,2,81-100,86,0.6919807626391645,new_simple_wiki,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","This act had also influenced Charles, who had been ""In Search of love in those days"" when he first met Sebastian, ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden, "", an important metaphor in the book.","This act had also influenced charles, who had been ""in search of love in those days"" when he first met sebastian, ""that low door in the wall... which opened on an enclosed and enchanted garden, "", an important metaphor in the book."
simpeval-00043,3,81-100,84,0.2663309389890374,new_simple_wiki,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","This act had also influenced Charles, who had been ""In Search of love in those days"" when he first met Sebastian, ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden, "", an important metaphor in the book.","This act had also influenced charles, who had been ""in search of love in those days"" when he first met sebastian, ""that low door in the wall... which opened on an enclosed and enchanted garden, "", an important metaphor in the book."
simpeval-00044,4,61-80,68,0.0494613104864704,new_simple_wiki,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","This act had also influenced Charles, who had been ""In Search of love in those days"" when he first met Sebastian, ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden, "", an important metaphor in the book.","This act had also influenced charles, who had been ""in search of love in those days"" when he first met sebastian, ""that low door in the wall... which opened on an enclosed and enchanted garden, "", an important metaphor in the book."
simpeval-00045,5,81-100,88,0.4457712686882711,new_simple_wiki,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","This act had also influenced Charles, who had been ""In Search of love in those days"" when he first met Sebastian, ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden, "", an important metaphor in the book.","This act had also influenced charles, who had been ""in search of love in those days"" when he first met sebastian, ""that low door in the wall... which opened on an enclosed and enchanted garden, "", an important metaphor in the book."
simpeval-00046,1,61-80,70,0.3956317845834124,asset.test.simp,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh says that Charles was ""In Search of love in those days"" when he first met Sebastian. He found that ""low door in the wall... which opened on an enclosed and Enchanted Garden"", a symbol that educates the work on many levels.","Waugh says that Charles was ""in search of love in those days"" when he first met Sebastian. || He found that ""low door in the wall... which opened on an enclosed and enchanted garden"", a symbol that educates the work on many levels."
simpeval-00047,2,81-100,85,0.5731000653743273,asset.test.simp,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh says that Charles was ""In Search of love in those days"" when he first met Sebastian. He found that ""low door in the wall... which opened on an enclosed and Enchanted Garden"", a symbol that educates the work on many levels.","Waugh says that Charles was ""in search of love in those days"" when he first met Sebastian. || He found that ""low door in the wall... which opened on an enclosed and enchanted garden"", a symbol that educates the work on many levels."
simpeval-00048,3,81-100,92,0.8267916691848242,asset.test.simp,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh says that Charles was ""In Search of love in those days"" when he first met Sebastian. He found that ""low door in the wall... which opened on an enclosed and Enchanted Garden"", a symbol that educates the work on many levels.","Waugh says that Charles was ""in search of love in those days"" when he first met Sebastian. || He found that ""low door in the wall... which opened on an enclosed and enchanted garden"", a symbol that educates the work on many levels."
simpeval-00049,4,61-80,75,0.3326058749330615,asset.test.simp,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh says that Charles was ""In Search of love in those days"" when he first met Sebastian. He found that ""low door in the wall... which opened on an enclosed and Enchanted Garden"", a symbol that educates the work on many levels.","Waugh says that Charles was ""in search of love in those days"" when he first met Sebastian. || He found that ""low door in the wall... which opened on an enclosed and enchanted garden"", a symbol that educates the work on many levels."
simpeval-00050,5,81-100,95,0.6959555861266069,asset.test.simp,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh says that Charles was ""In Search of love in those days"" when he first met Sebastian. He found that ""low door in the wall... which opened on an enclosed and Enchanted Garden"", a symbol that educates the work on many levels.","Waugh says that Charles was ""in search of love in those days"" when he first met Sebastian. || He found that ""low door in the wall... which opened on an enclosed and enchanted garden"", a symbol that educates the work on many levels."
simpeval-00051,1,21-40,40,-1.440644212926083,SEMoses_all,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.",Waugh writes. That Charles had been. He first met Sebastian. He finding that low door in the wall. He opened on an enclosed and enchanted garden. A metaphor that informs the work on a number of levels.,Waugh writes. || that Charles had been. || he first met Sebastian. || he finding that low door in the wall. || he opened on an enclosed and enchanted garden. || a metaphor that informs the work on a number of levels.
simpeval-00052,2,61-80,72,-0.972348999068555,SEMoses_all,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.",Waugh writes. That Charles had been. He first met Sebastian. He finding that low door in the wall. He opened on an enclosed and enchanted garden. A metaphor that informs the work on a number of levels.,Waugh writes. || that Charles had been. || he first met Sebastian. || he finding that low door in the wall. || he opened on an enclosed and enchanted garden. || a metaphor that informs the work on a number of levels.
simpeval-00053,3,21-40,30,-3.516778989832523,SEMoses_all,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.",Waugh writes. That Charles had been. He first met Sebastian. He finding that low door in the wall. He opened on an enclosed and enchanted garden. A metaphor that informs the work on a number of levels.,Waugh writes. || that Charles had been. || he first met Sebastian. || he finding that low door in the wall. || he opened on an enclosed and enchanted garden. || a metaphor that informs the work on a number of levels.
simpeval-00054,4,0-20,20,-1.892101417147297,SEMoses_all,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.",Waugh writes. That Charles had been. He first met Sebastian. He finding that low door in the wall. He opened on an enclosed and enchanted garden. A metaphor that informs the work on a number of levels.,Waugh writes. || that Charles had been. || he first met Sebastian. || he finding that low door in the wall. || he opened on an enclosed and enchanted garden. || a metaphor that informs the work on a number of levels.
simpeval-00055,5,0-20,20,-1.9845906721412765,SEMoses_all,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.",Waugh writes. That Charles had been. He first met Sebastian. He finding that low door in the wall. He opened on an enclosed and enchanted garden. A metaphor that informs the work on a number of levels.,Waugh writes. || that Charles had been. || he first met Sebastian. || he finding that low door in the wall. || he opened on an enclosed and enchanted garden. || a metaphor that informs the work on a number of levels.
simpeval-00056,1,61-80,77,0.8240961840022948,T5-3B,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian. He found ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden "".","Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian. || He found ""that low door in the wall... which opened on an enclosed and enchanted garden ""."
simpeval-00057,2,81-100,85,0.5731000653743273,T5-3B,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian. He found ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden "".","Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian. || He found ""that low door in the wall... which opened on an enclosed and enchanted garden ""."
simpeval-00058,3,81-100,87,0.4765037128124574,T5-3B,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian. He found ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden "".","Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian. || He found ""that low door in the wall... which opened on an enclosed and enchanted garden ""."
simpeval-00059,4,61-80,62,-0.1932340304677504,T5-3B,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian. He found ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden "".","Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian. || He found ""that low door in the wall... which opened on an enclosed and enchanted garden ""."
simpeval-00060,5,61-80,80,0.1598463344730301,T5-3B,12,"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels.","Waugh writes that Charles had been ""In Search of love in those days"" when he first met Sebastian. He found ""That Low Door in the wall... which opened on an enclosed and Enchanted Garden "".","Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian. || He found ""that low door in the wall... which opened on an enclosed and enchanted garden ""."
simpeval-00061,1,81-100,100,2.231907782092908,asset.test.simp,19,This was absorbed into battalions being formed for XI International Brigade.,The XI International Brigade's battalions absorbed it.,The XI International Brigade's battalions absorbed it.
simpeval-00062,2,81-100,95,1.7619070380226984,asset.test.simp,19,This was absorbed into battalions being formed for XI International Brigade.,The XI International Brigade's battalions absorbed it.,The XI International Brigade's battalions absorbed it.
simpeval-00063,3,81-100,100,1.387252399380611,asset.test.simp,19,This was absorbed into battalions being formed for XI International Brigade.,The XI International Brigade's battalions absorbed it.,The XI International Brigade's battalions absorbed it.
simpeval-00064,4,81-100,90,0.939344227318614,asset.test.simp,19,This was absorbed into battalions being formed for XI International Brigade.,The XI International Brigade's battalions absorbed it.,The XI International Brigade's battalions absorbed it.
simpeval-00065,5,61-80,80,0.1598463344730301,asset.test.simp,19,This was absorbed into battalions being formed for XI International Brigade.,The XI International Brigade's battalions absorbed it.,The XI International Brigade's battalions absorbed it.
simpeval-00066,1,61-80,80,1.0077237837532445,lstm_w_split,19,This was absorbed into battalions being formed for XI International Brigade.,This was part of battalions being formed for XI International Brigade.,This was part of battalions being formed for xi international brigade.
simpeval-00067,2,81-100,86,0.6919807626391645,lstm_w_split,19,This was absorbed into battalions being formed for XI International Brigade.,This was part of battalions being formed for XI International Brigade.,This was part of battalions being formed for xi international brigade.
